fecha,valor,max_abs,min_abs,direccion,completo_mediciones,completo_umbral
2020/01/17,2.841176,6.000000,0.500000,124.987484,99.7,100.0
2020/01/18,0.800000,0.800000,0.800000,255.000000,99.0,100.0
2020/01/19,3.016216,4.000000,1.500000,60.067803,99.0,100.0
2020/01/20,1.166667,2.200000,0.200000,268.121177,99.7,100.0
2020/01/21,1.440541,2.400000,0.300000,89.570354,100.0,100.0
2020/01/22,0.870000,1.400000,0.100000,125.943764,99.7,100.0
2020/01/23,0.400000,0.600000,0.200000,244.000000,99.0,100.0
2020/01/24,1.877976,4.300000,0.100000,85.575952,99.7,100.0
2020/01/25,1.620341,3.281000,0.023000,51.314513,100.0,100.0
2020/01/26,2.272000,4.391000,0.570000,51.278804,100.0,100.0
2020/01/27,2.217073,3.500000,0.300000,47.678765,99.0,100.0
2020/01/28,0.693750,2.300000,0.200000,129.250238,99.7,100.0
2020/01/29,0.457143,0.700000,0.200000,223.359039,99.7,100.0
2020/01/30,0.500000,0.900000,0.000000,224.175832,99.7,100.0
2020/01/31,2.811321,5.700000,0.200000,84.262193,100.0,100.0
2020/02/01,0.700000,1.900000,0.100000,136.336178,99.7,100.0
2020/02/02,1.946154,3.500000,0.100000,311.625865,100.0,100.0
2020/02/03,1.840541,3.700000,0.300000,91.458028,100.0,100.0
2020/02/04,0.604000,1.000000,0.300000,188.914821,99.7,100.0
2020/02/05,0.580000,0.900000,0.100000,259.442266,100.0,100.0
2020/02/06,2.287097,3.300000,0.900000,48.405400,99.7,100.0
2020/02/07,2.070690,3.300000,0.100000,53.435735,99.7,100.0
2020/02/08,2.720000,3.500000,0.100000,279.713603,100.0,100.0
2020/02/09,1.050000,3.600000,0.300000,273.104156,94.1,95.8
2020/02/10,2.600000,2.600000,2.600000,22.000000,99.3,100.0
2020/02/11,0.933333,3.100000,0.300000,185.280937,99.3,100.0
2020/02/12,2.134375,3.100000,0.500000,320.235521,100.0,100.0
2020/02/13,1.883333,3.600000,0.400000,53.365629,100.0,100.0
2020/02/14,1.533333,2.900000,0.400000,52.666875,100.0,100.0
2020/02/15,1.162500,2.000000,0.500000,278.826985,99.0,100.0
2020/02/16,1.241509,3.000000,0.100000,193.722638,98.6,100.0
2020/02/17,2.514286,3.600000,1.800000,59.450505,99.7,100.0
2020/02/18,2.350000,2.800000,1.900000,58.000000,99.7,100.0
2020/02/19,1.679487,2.700000,0.000000,212.041731,100.0,100.0
2020/02/20,1.200000,2.500000,0.300000,275.650160,100.0,100.0
2020/02/21,1.014706,4.400000,0.000000,269.499058,100.0,100.0
2020/02/22,0.500000,0.800000,0.300000,213.919811,99.7,100.0
2020/02/23,0.366667,0.600000,0.100000,184.548856,98.3,95.8
2020/02/24,2.152747,4.300000,0.300000,54.500604,100.0,100.0
2020/02/25,1.010811,3.500000,0.200000,271.796619,99.0,100.0
2020/02/26,0.470000,1.000000,0.000000,222.388285,100.0,100.0
2020/02/27,1.912500,3.600000,0.400000,87.110210,100.0,100.0
2020/02/28,1.712162,4.400000,0.000000,53.574371,100.0,100.0
2020/02/29,1.500000,2.400000,0.300000,51.037327,100.0,100.0
2020/03/01,2.187879,3.800000,0.300000,49.371538,100.0,100.0
2020/03/02,1.102353,2.500000,0.200000,215.233545,100.0,100.0
2020/03/03,2.485714,4.500000,0.200000,56.985337,100.0,100.0
2020/03/04,2.587500,5.500000,0.500000,49.404187,98.6,100.0
2020/03/05,1.647115,2.700000,0.100000,218.764064,100.0,100.0
2020/03/06,1.323684,2.900000,0.200000,92.032595,100.0,100.0
2020/03/07,0.620000,1.400000,0.100000,226.464071,100.0,100.0
2020/03/08,1.876923,3.800000,0.500000,90.924896,100.0,100.0
2020/03/09,1.993243,3.900000,0.400000,88.087660,100.0,100.0
2020/03/10,0.683333,1.600000,0.300000,190.323850,100.0,100.0
2020/03/11,1.990000,4.000000,0.100000,88.135633,100.0,100.0
2020/03/12,0.850923,2.492000,0.000000,181.136643,100.0,100.0
2020/03/13,0.802263,1.391000,0.148000,183.511801,100.0,100.0
2020/03/14,1.552347,2.922000,0.375000,314.585443,100.0,100.0
2020/03/15,0.845789,1.672000,0.258000,179.774349,100.0,100.0
2020/03/16,0.807632,1.648000,0.164000,126.066239,100.0,100.0
2020/03/17,1.331556,2.516000,0.367000,120.447757,100.0,100.0
2020/03/18,2.059182,3.320000,0.367000,350.778424,100.0,100.0
2020/03/19,2.536556,4.297000,0.281000,279.177342,100.0,100.0
2020/03/20,0.603857,1.242000,0.180000,186.801218,100.0,100.0
2020/03/21,1.542444,3.062000,0.234000,87.191590,100.0,100.0
2020/03/22,4.181018,7.164000,0.102000,314.496573,100.0,100.0
2020/03/23,2.552381,3.984000,0.234000,350.183931,100.0,100.0
2020/03/24,1.514968,3.141000,0.117000,90.359465,100.0,100.0
2020/03/25,0.629778,1.055000,0.086000,224.586134,100.0,100.0
2020/03/26,2.656955,3.805000,0.383000,318.876043,100.0,100.0
2020/03/27,2.761837,4.359000,0.070000,317.953942,100.0,100.0
2020/03/28,2.817580,4.711000,0.266000,314.081255,100.0,100.0
2020/03/29,1.470625,3.562000,0.062000,273.678348,100.0,100.0
2020/03/30,0.947568,2.023000,0.133000,218.179639,100.0,100.0
2020/03/31,1.022313,1.828000,0.094000,219.654011,100.0,100.0
2020/04/01,0.409000,0.609000,0.188000,176.177073,100.0,100.0
2020/04/02,0.655400,1.523000,0.148000,184.743811,100.0,100.0
2020/04/03,0.324500,0.391000,0.258000,345.000000,100.0,100.0
2020/04/04,1.950333,3.609000,0.352000,359.488715,100.0,100.0
2020/04/05,0.993667,2.078000,0.055000,315.374122,100.0,100.0
2020/04/06,0.617125,1.062000,0.195000,319.297504,100.0,100.0
2020/04/07,0.584267,1.133000,0.070000,268.424464,100.0,100.0
2020/04/08,2.257421,3.672000,0.273000,354.371406,100.0,100.0
2020/04/09,1.083750,2.078000,0.023000,133.654242,100.0,100.0
2020/04/10,0.911105,1.922000,0.203000,131.432611,100.0,100.0
2020/04/11,1.150645,1.734000,0.602000,355.374920,100.0,100.0
2020/04/12,1.044583,5.383000,0.266000,270.535689,100.0,100.0
2020/04/13,0.542571,0.758000,0.195000,192.750516,100.0,100.0
2020/04/14,1.223403,2.109000,0.234000,88.669072,100.0,100.0
2020/04/15,2.181845,4.344000,0.258000,89.804769,100.0,100.0
2020/04/16,1.611559,2.945000,0.125000,88.778266,100.0,100.0
