fecha,valor,max_abs,min_abs,direccion,completo_mediciones,completo_umbral
2019/12/08,0.428571,0.600000,0.300000,0.706707,100.0,100.0
2019/12/09,0.850000,2.300000,0.000000,175.498646,100.0,100.0
2019/12/10,0.407692,0.800000,0.100000,276.945836,100.0,100.0
2019/12/11,0.400000,0.900000,0.100000,171.386177,100.0,100.0
2019/12/12,0.000000,,,,99.7,100.0
2019/12/13,1.013068,2.300000,0.100000,313.240936,100.0,100.0
2019/12/14,0.433333,0.500000,0.300000,0.750000,100.0,100.0
2019/12/15,1.000000,1.000000,1.000000,34.000000,100.0,100.0
2019/12/16,1.362025,2.700000,0.100000,135.905996,100.0,100.0
2019/12/17,1.061818,2.200000,0.000000,313.558429,100.0,100.0
2019/12/18,1.494118,3.100000,0.000000,132.998928,100.0,100.0
2019/12/19,0.844444,1.600000,0.400000,98.207878,100.0,100.0
2019/12/20,1.375449,2.600000,0.200000,314.576137,99.7,100.0
2019/12/21,0.850000,1.400000,0.300000,221.000000,100.0,100.0
2019/12/22,1.576667,3.300000,0.400000,102.164544,100.0,100.0
2019/12/23,0.813333,1.400000,0.300000,169.337557,100.0,100.0
2019/12/24,1.044444,2.300000,0.200000,164.481980,100.0,100.0
2019/12/25,1.311111,2.200000,0.500000,171.840745,100.0,100.0
2019/12/26,0.955000,1.900000,0.200000,172.005778,99.7,100.0
2019/12/27,1.473529,3.100000,0.300000,127.588075,100.0,100.0
2019/12/28,1.263953,2.500000,0.000000,131.569567,100.0,100.0
2019/12/29,1.353906,3.500000,0.100000,130.163069,100.0,100.0
2019/12/30,0.325000,0.600000,0.200000,54.018786,100.0,100.0
2019/12/31,0.200000,0.200000,0.200000,312.000000,100.0,100.0
2020/01/01,0.266667,0.600000,0.000000,43.323916,100.0,100.0
2020/01/02,0.100000,0.200000,0.000000,225.600306,100.0,100.0
2020/01/03,0.516667,1.400000,0.000000,221.733262,100.0,100.0
2020/01/04,0.233333,0.500000,0.100000,277.511437,100.0,100.0
2020/01/05,0.804348,2.000000,0.100000,99.662773,100.0,100.0
2020/01/06,0.133333,0.300000,0.000000,359.960382,100.0,100.0
2020/01/07,0.600000,1.000000,0.200000,103.884086,100.0,100.0
2020/01/08,1.420833,3.100000,0.200000,169.840407,100.0,100.0
2020/01/09,0.300000,0.600000,0.000000,10.571179,99.7,100.0
2020/01/10,0.900000,1.500000,0.300000,342.500000,100.0,100.0
2020/01/11,1.587500,3.900000,0.100000,99.125299,100.0,100.0
2020/01/12,0.900000,0.900000,0.900000,226.000000,99.7,100.0
2020/01/13,0.650000,1.100000,0.200000,180.833386,100.0,100.0
2020/01/14,0.533333,0.800000,0.400000,349.500000,100.0,100.0
2020/01/15,1.814103,3.300000,0.400000,128.987348,100.0,100.0
2020/01/16,1.033333,2.300000,0.500000,286.196198,100.0,100.0
2020/01/17,1.050000,1.400000,0.900000,59.677968,100.0,100.0
2020/01/18,1.856471,3.900000,0.300000,126.968873,99.7,100.0
2020/01/19,1.468000,2.700000,0.100000,102.391374,100.0,100.0
2020/01/20,0.505263,1.000000,0.100000,281.648724,100.0,100.0
2020/01/21,0.400000,1.200000,0.000000,172.739438,100.0,100.0
2020/01/22,0.553763,1.600000,0.000000,316.135449,100.0,100.0
2020/01/23,0.622222,1.800000,0.100000,95.563086,100.0,100.0
2020/01/24,0.600000,1.000000,0.200000,346.000000,99.7,100.0
2020/01/25,0.866667,6.500000,0.000000,98.901009,100.0,100.0
2020/01/26,0.371429,0.700000,0.100000,351.600922,100.0,100.0
